"rbd","nombre","region","comuna","tipo"
"418","ESCUELA ISABEL PEÑA MORALES","Atacama","COPIAPÓ","Servicio Local"
"419","ESCUELA HERNÁN MÁRQUEZ HUERTA","Atacama","COPIAPÓ","Servicio Local"
"420","LICEO FERNANDO ARIZTÍA RUIZ","Atacama","COPIAPÓ","Servicio Local"
"421","ESCUELA BRUNO ZAVALA FREDES","Atacama","COPIAPÓ","Servicio Local"
"423","ESCUELA SAN PEDRO","Atacama","COPIAPÓ","Servicio Local"
"427","ESCUELA LUIS CRUZ MARTÍNEZ","Atacama","COPIAPÓ","Servicio Local"
"429","LICEO CATÓLICO ATACAMA","Atacama","COPIAPÓ","Part. Subvencionado"
"430","LICEO POLITÉCNICO BELÉN","Atacama","COPIAPÓ","Part. Subvencionado"
"431","LICEO SAGRADO CORAZÓN","Atacama","COPIAPÓ","Part. Subvencionado"
"433","COLEGIO ADVENTISTA DE COPIAPÓ","Atacama","COPIAPÓ","Part. Subvencionado"
"434","ESCUELA SAN VICENTE DE PAUL","Atacama","COPIAPÓ","Part. Subvencionado"
"437","ESCUELA TÉCNICO PROFESIONAL","Atacama","COPIAPÓ","Part. Subvencionado"
"438","LICEO MANUEL BLANCO ENCALADA","Atacama","CALDERA","Servicio Local"
"439","ESCUELA TOTORAL","Atacama","COPIAPÓ","Servicio Local"
"440","COLEGIO PARROQUIAL PADRE NEGRO","Atacama","CALDERA","Part. Subvencionado"
"441","ESCUELA DE CONCENTRACIÓN","Atacama","TIERRA AMARILLA","Servicio Local"
"442","ESCUELA VICTOR MANUEL SÁNCHEZ CABAÑAS","Atacama","TIERRA AMARILLA","Servicio Local"
"444","ESCUELA LUIS URIBE ORREGO","Atacama","TIERRA AMARILLA","Servicio Local"
"445","ESCUELA PAUL HARRIS","Atacama","TIERRA AMARILLA","Servicio Local"
"446","ESCUELA AMOLANAS","Atacama","TIERRA AMARILLA","Servicio Local"
"447","ESCUELA SAN ANTONIO","Atacama","TIERRA AMARILLA","Servicio Local"
"448","LICEO PEDRO TRONCOSO MACHUCA","Atacama","VALLENAR","Servicio Local"
"449","LICEO JOSÉ SANTOS OSSA","Atacama","VALLENAR","Servicio Local"
"450","ESCUELA HERMANOS CARRERA","Atacama","VALLENAR","Servicio Local"
"452","ESCUELA GABRIELA MISTRAL","Atacama","VALLENAR","Servicio Local"
"453","ESCUELA IGNACIO CARRERA PINTO","Atacama","VALLENAR","Servicio Local"
"454","ESCUELA GREGORIO CASTILLO MARÍN","Atacama","VALLENAR","Servicio Local"
"455","ESCUELA REPÚBLICA DE LOS ESTADOS UNIDOS","Atacama","VALLENAR","Servicio Local"
"456","ESCUELA EDUCACIÓN DIFERENCIAL LUIS IRIARTE IRIARTE","Atacama","VALLENAR","Servicio Local"
"458","ESCUELA ARTURO PÉREZ CANTO","Atacama","VALLENAR","Servicio Local"
"459","ESCUELA BÁSICA ESPAÑA","Atacama","VALLENAR","Servicio Local"
"461","ESCUELA LUIS CRUZ MARTÍNEZ","Atacama","VALLENAR","Servicio Local"
"462","ESCUELA JOSÉ CAROCA LAFLOR","Atacama","VALLENAR","Servicio Local"
"463","ESCUELA BÁSICA ROBERTO CUADRA ALQUINTA","Atacama","VALLENAR","Servicio Local"
"464","ESCUELA BÁSICA GUALBERTO KONG FERNÁNDEZ","Atacama","VALLENAR","Servicio Local"
"467","ESCUELA HERNÁN ARAVENA CONTRERAS","Atacama","VALLENAR","Servicio Local"
"468","ESCUELA BÁSICA IGNACIO FRANCO GALLO","Atacama","VALLENAR","Servicio Local"
"469","ESCUELA BÁSICA JUSTINO LEIVA AMOR","Atacama","VALLENAR","Servicio Local"
"471","ESCUELA BÁSICA SARA BEMBOW VILLEGAS","Atacama","VALLENAR","Servicio Local"
"476","ESCUELA BÁSICA SOR TERESA DE LOS ANDES","Atacama","VALLENAR","Servicio Local"
"478","LICEO SANTA MARTA","Atacama","VALLENAR","Part. Subvencionado"
"479","LICEO SAN FRANCISCO","Atacama","VALLENAR","Part. Subvencionado"
"481","ESCUELA BÁSICA ALEJANDRO NOEMI HUERTA","Atacama","FREIRINA","Servicio Local"
"482","ESCUELA FORTUNATO SOZA RODRÍGUEZ","Atacama","FREIRINA","Servicio Local"
"483","ESCUELA SAMUEL E. CASTILLO LOPEZ","Atacama","FREIRINA","Servicio Local"
"484","ESCUELA DE MAITENCILLO","Atacama","FREIRINA","Servicio Local"
"485","ESCUELA BÁSICA YERBAS BUENAS","Atacama","VALLENAR","Servicio Local"
"486","LICEO JAPÓN","Atacama","HUASCO","Servicio Local"
"487","ESCUELA BÁSICA JOSÉ MIGUEL CARRERA","Atacama","HUASCO","Servicio Local"
"489","ESCUELA EL OLIVAR","Atacama","HUASCO","Servicio Local"
"490","ESCUELA PABLO NERUDA","Atacama","HUASCO","Servicio Local"
"492","COLEGIO PARTICULAR ENGLISH COLLEGE","Atacama","HUASCO","Part. Subvencionado"
"493","ESCUELA EDUCADOR ARTURO ALVEAR RAMOS","Atacama","ALTO DEL CARMEN","Servicio Local"
"495","ESCUELA AGLADE MARÍN VARGAS","Atacama","ALTO DEL CARMEN","Servicio Local"
"496","ESCUELA DE CHOLLAY","Atacama","ALTO DEL CARMEN","Servicio Local"
"497","ESCUELA DE LA PAMPA","Atacama","ALTO DEL CARMEN","Servicio Local"
"498","ESCUELA ALGARROBILLA","Atacama","ALTO DEL CARMEN","Servicio Local"
"499","ESCUELA RICARDO CAMPILLAY CONTRERAS","Atacama","ALTO DEL CARMEN","Servicio Local"
"500","ESCUELA BÁSICA RURAL EL TAMBO","Atacama","ALTO DEL CARMEN","Servicio Local"
"502","ESCUELA DE LAS MARQUESAS","Atacama","ALTO DEL CARMEN","Servicio Local"
"503","ESCUELA DE LAS BREAS","Atacama","ALTO DEL CARMEN","Servicio Local"
"504","ESCUELA GABRIELA MISTRAL","Atacama","ALTO DEL CARMEN","Servicio Local"
"508","ESCUELA DE CHIGUINTO","Atacama","ALTO DEL CARMEN","Servicio Local"
"514","ESCUELA DE EL CORRAL","Atacama","ALTO DEL CARMEN","Servicio Local"
"516","LICEO GABRIELA MISTRAL DE LA SERENA","Coquimbo","LA SERENA","Servicio Local"
"517","LICEO GREGORIO CORDOVEZ","Coquimbo","LA SERENA","Servicio Local"
"518","LICEO TECNICO MARTA BRUNET","Coquimbo","LA SERENA","Servicio Local"
"519","COLEGIO ARTURO PRAT CHACON","Coquimbo","LA SERENA","Servicio Local"
"521","COLEGIO VICTOR DOMINGO SILVA","Coquimbo","LA SERENA","Servicio Local"
"522","COLEGIO JAVIERA CARRERA","Coquimbo","LA SERENA","Servicio Local"
"523","ESCUELA ALONSO DE ERCILLA","Coquimbo","LA SERENA","Servicio Local"
"525","COLEGIO JAPON","Coquimbo","LA SERENA","Servicio Local"
"526","COLEGIO JOSE MANUEL BALMACEDA","Coquimbo","LA SERENA","Servicio Local"
"527","COLEGIO HEROES DE LA CONCEPCION","Coquimbo","LA SERENA","Servicio Local"
"528","ESCUELA GERMAN RIESCO","Coquimbo","LA SERENA","Servicio Local"
"529","COLEGIO MANUEL RODRIGUEZ","Coquimbo","LA SERENA","Servicio Local"
"530","COLEGIO GABRIEL GONZALEZ VIDELA","Coquimbo","LA SERENA","Servicio Local"
"531","COLEGIO PEDRO AGUIRRE CERDA","Coquimbo","LA SERENA","Servicio Local"
"532","CEN.ED.INT.DE ADUL.ESTER VILLARREAL CASTILLO","Coquimbo","LA SERENA","Servicio Local"
"533","COLEGIO DARIO SALAS","Coquimbo","LA SERENA","Servicio Local"
"534","COLEGIO VILLA SAN BARTOLOME","Coquimbo","LA SERENA","Servicio Local"
"535","COLEGIO JOSE MIGUEL CARRERA","Coquimbo","LA SERENA","Servicio Local"
"536","COLEGIO DEPORTIVO OLIMPICO","Coquimbo","LA SERENA","Servicio Local"
"537","COLEGIO LUIS BRAILLE","Coquimbo","LA SERENA","Servicio Local"
"539","COLEGIO DE ALGARROBITO","Coquimbo","LA SERENA","Servicio Local"
"540","ESCUELA DE ISLON","Coquimbo","LA SERENA","Servicio Local"
"542","ESCUELA DE LAMBERT","Coquimbo","LA SERENA","Servicio Local"
"543","COLEGIO ALTOVALSOL","Coquimbo","LA SERENA","Servicio Local"
"544","ESCUELA DE EL MILAGRO","Coquimbo","LA SERENA","Servicio Local"
"546","COLEGIO COQUIMBITO","Coquimbo","LA SERENA","Servicio Local"
"548","ESCUELA DE COLONIA ALFALFARES","Coquimbo","LA SERENA","Servicio Local"
"550","ESCUELA DE ALMIRANTE LATORRE","Coquimbo","LA SERENA","Servicio Local"
"551","ESCUELA DE LAS ROJAS","Coquimbo","LA SERENA","Servicio Local"
"552","ESCUELA DE CHACAY ALTO","Coquimbo","LA SERENA","Servicio Local"
"554","ESCUELA DE PELICANA","Coquimbo","LA SERENA","Servicio Local"
"556","ESCUELA DE ROMERO","Coquimbo","LA SERENA","Servicio Local"
"557","ESCUELA DE SATURNO","Coquimbo","LA SERENA","Servicio Local"
"558","COLEGIO PUNTA DE TEATINOS","Coquimbo","LA SERENA","Servicio Local"
"560","COLEGIO QUEBRADA DE TALCA","Coquimbo","LA SERENA","Servicio Local"
"561","COLEGIO EL ROMERAL","Coquimbo","LA SERENA","Servicio Local"
"562","COLEGIO CALETA SAN PEDRO","Coquimbo","LA SERENA","Servicio Local"
"564","COLEGIO LA ESTRELLA","Coquimbo","LA SERENA","Servicio Local"
"565","COLEGIO ADVENTISTA LA SERENA","Coquimbo","LA SERENA","Part. Subvencionado"
"566","COLEGIO ISABEL RIQUELME","Coquimbo","LA SERENA","Part. Subvencionado"
"567","COLEGIO SAN FRANCISCO COLL","Coquimbo","LA SERENA","Part. Subvencionado"
"568","COLEGIO SAN ANTONIO","Coquimbo","LA SERENA","Part. Subvencionado"
"570","COLEGIO ELENA BETTINI","Coquimbo","LA SERENA","Part. Subvencionado"
"571","ESC.ESPEC.LOS PENSAMIENTOS DE JUAN XXIII","Coquimbo","LA SERENA","Part. Subvencionado"
"573","ESCUELA PARTICULAR TERESA VIDELA DE G","Coquimbo","LA SERENA","Part. Subvencionado"
"574","ESCUELA INDUSTRIAL SALESIANA SAN RAMON","Coquimbo","LA SERENA","Part. Subvencionado"
"575","COLEGIO PROVIDENCIA","Coquimbo","LA SERENA","Part. Subvencionado"
"578","LICEO BICENTENARIO DE EXCELENCIA IGNACIO CARRERA PINTO","Coquimbo","LA SERENA","Servicio Local"
"579","COLEGIO SEMINARIO CONCILIAR","Coquimbo","LA SERENA","Part. Subvencionado"
"580","COLEGIO GERONIMO RENDIC","Coquimbo","LA SERENA","Part. Pagado"
"581","ESCUELA EXPERIMENTAL DE MUSICA JORGE PEÑA HEN","Coquimbo","LA SERENA","Part. Subvencionado"
"582","COLEGIO ANDRES BELLO","Coquimbo","LA SERENA","Part. Pagado"
"583","COLEGIO SAGRADOS CORAZONES","Coquimbo","LA SERENA","Part. Subvencionado"
"585","COLEGIO THE INTERNATIONAL SCHOOL","Coquimbo","LA SERENA","Part. Pagado"
"587","COLEGIO SERENA","Coquimbo","LA SERENA","Part. Pagado"
"589","COLEGIO SANTO DOMINGO","Coquimbo","LA SERENA","Part. Subvencionado"
"590","COLEGIO PARTICULAR SAN JOSE","Coquimbo","LA SERENA","Part. Pagado"
"591","COLEGIO INGLES CATOLICO","Coquimbo","LA SERENA","Part. Pagado"
"597","COLEGIO PEDRO PABLO MUÑOZ","Coquimbo","LA HIGUERA","Servicio Local"
"598","ESCUELA DE PUNTA DE CHOROS","Coquimbo","LA HIGUERA","Servicio Local"
"599","ESCUELA JOSE SANTOS OSSA","Coquimbo","LA HIGUERA","Servicio Local"
"602","ESCUELA BASICA CARLOS CONDELL","Coquimbo","LA HIGUERA","Servicio Local"
"604","ESCUELA DE PUNTA COLORADA","Coquimbo","LA HIGUERA","Servicio Local"
"606","ESCUELA BASICA SAN ANDRES","Coquimbo","LA HIGUERA","Servicio Local"
"608","ESCUELA DE LOS CHOROS","Coquimbo","LA HIGUERA","Servicio Local"
"609","LICEO BICENTENARIO DE EXCELENCIA INSTITUTO SUPERIOR DE COMERCIO DE COQUIMBO","Coquimbo","COQUIMBO","Servicio Local"
"610","LICEO INDUSTRIAL JOSE TOMAS DE URMENETA","Coquimbo","COQUIMBO","Servicio Local"
"611","LICEO DIEGO PORTALES","Coquimbo","COQUIMBO","Servicio Local"
"612","ESCUELA GUILLERMO CERECEDA","Coquimbo","COQUIMBO","Servicio Local"
"613","COLEGIO DE ARTES CLAUDIO ARRAU","Coquimbo","COQUIMBO","Servicio Local"
"614","ESCUELA PRESIDENTE ANIBAL PINTO","Coquimbo","COQUIMBO","Servicio Local"
"615","ESCUELA COQUIMBO","Coquimbo","COQUIMBO","Servicio Local"
"616","ESCUELA CARDENAL JOSE MARIA CARO","Coquimbo","COQUIMBO","Servicio Local"
"617","COLEGIO SANTA CECILIA","Coquimbo","COQUIMBO","Servicio Local"
"618","ESCUELA SANTO TOMAS DE AQUINO","Coquimbo","COQUIMBO","Servicio Local"
"620","ESCUELA JOSE ALFARO ALFARO","Coquimbo","COQUIMBO","Servicio Local"
"621","ESCUELA BASICA MARIO MUNOZ SILVA","Coquimbo","COQUIMBO","Servicio Local"
"623","CENTRO LABORAL JEAN PIAGET","Coquimbo","COQUIMBO","Servicio Local"
"624","ESCUELA DIFERENCIAL JUAN SANDOVAL C.","Coquimbo","COQUIMBO","Servicio Local"
"625","ESCUELA TOMASA OLIVARES CAAMANO","Coquimbo","COQUIMBO","Servicio Local"
"626","ESCUELA BASICA DAVID LEON TAPIA","Coquimbo","COQUIMBO","Servicio Local"
"628","ESCUELA DE PENUELAS","Coquimbo","COQUIMBO","Servicio Local"
"629","COLEGIO PABLO NERUDA","Coquimbo","COQUIMBO","Servicio Local"
"630","COLEGIO LA HERRADURA","Coquimbo","COQUIMBO","Servicio Local"
"631","ESCUELA SAN RAFAEL","Coquimbo","COQUIMBO","Servicio Local"
"632","ESCUELA BASICA MANUEL DE SALAS","Coquimbo","COQUIMBO","Servicio Local"
"634","ESCUELA DE HUACHALALUME","Coquimbo","COQUIMBO","Servicio Local"
"635","ESCUELA DE TOTORALILLO","Coquimbo","COQUIMBO","Servicio Local"
"637","ESCUELA LUCILA GODOY ALCAYAGA","Coquimbo","COQUIMBO","Servicio Local"
"638","ESCUELA DE CAMARONES","Coquimbo","COQUIMBO","Servicio Local"
"639","ESCUELA DE LAS BARRANCAS","Coquimbo","COQUIMBO","Servicio Local"
"641","ESCUELA DE LAS CARDAS","Coquimbo","COQUIMBO","Servicio Local"
"642","ESCUELA DE EL PENON","Coquimbo","COQUIMBO","Servicio Local"
"643","ESCUELA DE TAMBILLOS","Coquimbo","COQUIMBO","Servicio Local"
"644","ESCUELA DE PUERTO ALDEA","Coquimbo","COQUIMBO","Servicio Local"
"645","ESCUELA DE EL TANGUE","Coquimbo","COQUIMBO","Servicio Local"
"646","COLEGIO BERNARDO O´HIGGINS","Coquimbo","COQUIMBO","Part. Subvencionado"
"647","COLEGIO MANUEL MONTT","Coquimbo","COQUIMBO","Part. Subvencionado"
"648","COLEGIO SANTA MARTA","Coquimbo","COQUIMBO","Part. Subvencionado"
"649","COLEGIO PARTICULAR GABRIELA MISTRAL","Coquimbo","COQUIMBO","Part. Subvencionado"
"650","ESCUELA PARTICULAR METODISTA","Coquimbo","COQUIMBO","Part. Subvencionado"
"655","COLEGIO PARTICULAR SAN IGNACIO","Coquimbo","COQUIMBO","Part. Subvencionado"
"656","LICEO BICENTENARIO DE EXCELENCIA LICEO PEDRO REGALADO S. VIDELA O.","Coquimbo","ANDACOLLO","Servicio Local"
"657","ESCUELA LUIS CRUZ MARTINEZ","Coquimbo","ANDACOLLO","Servicio Local"
"658","ESCUELA PATRICIO LYNCH","Coquimbo","ANDACOLLO","Servicio Local"
"659","ESCUELA PADRE BLAS HERNANDEZ SANCHEZ","Coquimbo","ANDACOLLO","Servicio Local"
"661","ESCUELA LUIS AMENABAR OSSA","Coquimbo","ANDACOLLO","Servicio Local"
"662","ESCUELA DE MAITENCILLO","Coquimbo","ANDACOLLO","Servicio Local"
"664","COLEGIO PARROQUIAL DE ANDACOLLO","Coquimbo","ANDACOLLO","Part. Subvencionado"
"665","LICEO CARLOS ROBERTO MONDACA CORTES","Coquimbo","VICUÑA","Servicio Local"
"666","ESCUELA BASICA LUCILA GODOY ALCAYAGA","Coquimbo","VICUÑA","Servicio Local"
"668","ESCUELA EDMUNDO VIDAL CARDENAS","Coquimbo","VICUÑA","Servicio Local"
"669","ESCUELA NEFTALI REYES","Coquimbo","VICUÑA","Servicio Local"
"671","ESCUELA RIOS DE ELQUI","Coquimbo","VICUÑA","Servicio Local"
"672","ESCUELA DE DIAGUITAS JUAN TORRES M.","Coquimbo","VICUÑA","Servicio Local"
"673","ESCUELA JOSE ABELARDO NUNEZ","Coquimbo","VICUÑA","Servicio Local"
"674","ESCUELA DE VINITA ALTA","Coquimbo","VICUÑA","Servicio Local"
"676","ESCUELA DE SAN CARLOS","Coquimbo","VICUÑA","Servicio Local"
"678","ESCUELA AMELIA BARAHONA MUJICA","Coquimbo","VICUÑA","Servicio Local"
"680","ESCUELA FEDERICO BARNES PAYNE","Coquimbo","VICUÑA","Servicio Local"
"681","ESCUELA DE EL ARENAL","Coquimbo","VICUÑA","Servicio Local"
"682","ESCUELA DAGOBERTO CAMPOS NUNEZ","Coquimbo","VICUÑA","Servicio Local"
"683","ESCUELA DE LA CALERA","Coquimbo","VICUÑA","Servicio Local"
"686","ESCUELA BÁSICA MARIO AQUILES RODRIGUEZ","Coquimbo","PAIGUANO","Servicio Local"
"687","ESCUELA DE HUANTA","Coquimbo","VICUÑA","Servicio Local"
"688","ESCUELA DE CHAPILCA","Coquimbo","VICUÑA","Servicio Local"
"689","ESCUELA DE VARILLAR","Coquimbo","VICUÑA","Servicio Local"
"690","LICEO BICENTENARIO DE EXCELENCIA COLEGIO ANTONIO VARAS","Coquimbo","VICUÑA","Part. Subvencionado"
"691","ESCUELA MUNICIPAL CIELO CLAROPAIHUANO","Coquimbo","PAIGUANO","Servicio Local"
"692","ESCUELA JERONIMO GODOY VILLANUEVA","Coquimbo","PAIGUANO","Servicio Local"
"693","ESCUELA BASICA HECTOR MANUEL HERNANDEZ","Coquimbo","PAIGUANO","Servicio Local"
"694","ESCUELA GABRIELA MISTRAL","Coquimbo","PAIGUANO","Servicio Local"
"695","ESCUELA BASICA SANTIAGO BUERAS A.","Coquimbo","PAIGUANO","Servicio Local"
"696","ESCUELA MUNICIPAL LA ORTIGA","Coquimbo","PAIGUANO","Servicio Local"
"697","ESCUELA MUNICIPAL ALCOHUAZ","Coquimbo","PAIGUANO","Servicio Local"
"699","ESCUELA MARIA ISABEL PERALTA P.","Coquimbo","PAIGUANO","Servicio Local"
"701","LICEO ESTELA AVILA MOLINA","Coquimbo","OVALLE","Corp. Municipal"
"704","LICEO ALEJANDRO ALVAREZ JOFRE","Coquimbo","OVALLE","Corp. Municipal"
"705","LICEO BICENTENARIO DE EXCELENCIA  POLITECNICO DE OVALLE","Coquimbo","OVALLE","Corp. Municipal"
"706","COLEGIO FRAY JORGE","Coquimbo","OVALLE","Corp. Municipal"
"707","ESCUELA BASICA HELENE LANG","Coquimbo","OVALLE","Corp. Municipal"
"708","ESCUELA ANTONIO TIRADO LANAS","Coquimbo","OVALLE","Corp. Municipal"
"709","ESCUELA BASICA OSCAR ARAYA MOLINA","Coquimbo","OVALLE","Corp. Municipal"
"710","ESCUELA BASICA JOSE TOMAS OVALLE B.","Coquimbo","OVALLE","Corp. Municipal"
"711","ESCUELA GUARDIAMARINA ERNESTO RIQUELME V","Coquimbo","OVALLE","Corp. Municipal"
"712","ESCUELA BÁSICA ARTURO ALESSANDRI PALMA","Coquimbo","OVALLE","Corp. Municipal"
"713","ESCUELA ARTURO VILLALON SIEULANNE","Coquimbo","OVALLE","Corp. Municipal"
"714","ESCUELA BASICA VISTA HERMOSA","Coquimbo","OVALLE","Corp. Municipal"
"715","ESCUELA BASICA BERNARDO O¦HIGGINS RIQUELME","Coquimbo","OVALLE","Corp. Municipal"
"716","ESC.PADRE JOSEPH BENEDIKT STEGMEIER","Coquimbo","OVALLE","Corp. Municipal"
"718","ESCUELA MARCOS MACUADA OGALDE","Coquimbo","OVALLE","Corp. Municipal"
"719","COLEGIO YUNGAY","Coquimbo","OVALLE","Corp. Municipal"
"721","ESCUELA BASICA FLORENCIO ESPINOZA LOPEZ","Coquimbo","OVALLE","Corp. Municipal"
"722","ESC. HEBERTO VELAZQUEZ VELAZQUEZ","Coquimbo","OVALLE","Corp. Municipal"
"723","ESCUELA VILLORRIO EL TALHUEN","Coquimbo","OVALLE","Corp. Municipal"
"724","ESCUELA BASICA CALETA EL MAITEN","Coquimbo","OVALLE","Corp. Municipal"
"725","ESCUELA EL CRISOL","Coquimbo","OVALLE","Corp. Municipal"
"726","ESCUELA QUEBRADA SECA DE SOTAQUI","Coquimbo","OVALLE","Corp. Municipal"
"727","ESCUELA LA PALOMA","Coquimbo","OVALLE","Corp. Municipal"
"728","ESCUELA EL ALGARROBO","Coquimbo","OVALLE","Corp. Municipal"
"729","ESCUELA BASICA LOS OLIVOS","Coquimbo","OVALLE","Corp. Municipal"
"730","ESCUELA BASICA LUCIA NUNEZ DE LA CUADRA","Coquimbo","OVALLE","Corp. Municipal"
"731","ESCUELA EL TRAPICHE","Coquimbo","OVALLE","Corp. Municipal"
"733","ESCUELA SANTA CRISTINA","Coquimbo","OVALLE","Corp. Municipal"
"735","ESCUELA LA QUIROGA","Coquimbo","OVALLE","Corp. Municipal"
"736","ESCUELA BASICA LOS SOSSAS","Coquimbo","OVALLE","Corp. Municipal"
"737","ESCUELA BASICA VALENTIN LETELIER","Coquimbo","OVALLE","Corp. Municipal"
"740","ESCUELA PEDRO ENRIQUE ALFONSO BARRIOS","Coquimbo","OVALLE","Corp. Municipal"
"743","ESCUELA CARACHILLA","Coquimbo","OVALLE","Corp. Municipal"
"744","ESCUELA ORURO","Coquimbo","OVALLE","Corp. Municipal"
"745","ESCUELA LA HIGUERA DE PALOMA","Coquimbo","OVALLE","Corp. Municipal"
"746","ESCUELA EL SAUCE","Coquimbo","OVALLE","Corp. Municipal"
"747","ESCUELA CERRO TAMAYA","Coquimbo","OVALLE","Corp. Municipal"
"749","ESCUELA TRANQUE RECOLETA","Coquimbo","OVALLE","Corp. Municipal"
"750","ESCUELA ELVIRA DEL CARMEN OCHOA AVILES","Coquimbo","OVALLE","Corp. Municipal"
"752","ESCUELA VALLE HERMOSO","Coquimbo","OVALLE","Corp. Municipal"
"753","ESC.BAS.JUAN PABLO ARTIGUES PENAFIEL","Coquimbo","OVALLE","Corp. Municipal"
"754","ESCUELA LA ARAUCANA","Coquimbo","OVALLE","Corp. Municipal"
"755","ESCUELA CANELILLA","Coquimbo","OVALLE","Corp. Municipal"
"756","ESCUELA SANTA CATALINA","Coquimbo","OVALLE","Corp. Municipal"
"757","ESCUELA BASICA EL GUINDO","Coquimbo","OVALLE","Corp. Municipal"
"758","ESCUELA CORDILLERA","Coquimbo","OVALLE","Corp. Municipal"
"759","ESCUELA BASICA GASPAR CABRALES","Coquimbo","OVALLE","Corp. Municipal"
"760","ESCUELA LAS LOMAS DE PUNILLA","Coquimbo","OVALLE","Corp. Municipal"
"762","ESCUELA CALETA EL TORO","Coquimbo","OVALLE","Corp. Municipal"
"763","COLEGIO SAN JUAN BAUTISTA","Coquimbo","OVALLE","Part. Subvencionado"
"766","COLEGIO SANTA MARIA EUFRASIA","Coquimbo","OVALLE","Part. Subvencionado"
"767","COLEGIO PARTICULAR GABRIELA MISTRAL","Coquimbo","OVALLE","Part. Subvencionado"
"768","COLEGIO LA PROVIDENCIA","Coquimbo","OVALLE","Part. Subvencionado"
"769","COLEGIO SAN VIATOR","Coquimbo","OVALLE","Part. Subvencionado"
"770","COLEGIO AMALIA ERRAZURIZ","Coquimbo","OVALLE","Part. Pagado"
"771","ESCUELA PARTICULAR EL ARRAYAN","Coquimbo","OVALLE","Part. Subvencionado"
"772","LICEO AGRICOLA DE OVALLE TADEO PERRY BARN","Coquimbo","OVALLE","Adm. Delegada"
"773","ESCUELA SAMO ALTO","Coquimbo","RÍO HURTADO","Corp. Municipal"
"774","COLEGIO PICHASCA","Coquimbo","RÍO HURTADO","Corp. Municipal"
"775","ESCUELA BASICA DE FUNDINA","Coquimbo","RÍO HURTADO","Corp. Municipal"
"776","ES.BAS.SAN PEDRO DE RIO HURTADO","Coquimbo","RÍO HURTADO","Corp. Municipal"
"777","ESC.BASICA HIJOS DE EL CHANAR","Coquimbo","RÍO HURTADO","Corp. Municipal"
"778","ESCUELA BASICA LAS BREAS","Coquimbo","RÍO HURTADO","Corp. Municipal"
"780","ESCUELA BASICA TABAQUEROS","Coquimbo","RÍO HURTADO","Corp. Municipal"
"783","ESCUELA DOCTOR JOSE LUIS ARRANO","Coquimbo","ANDACOLLO","Servicio Local"
"784","ESCUELA BASICA HUAMPULLA","Coquimbo","RÍO HURTADO","Corp. Municipal"
"785","ESCUELA BASICA LOS MAITENES DE SAMO ALTO","Coquimbo","RÍO HURTADO","Corp. Municipal"
"786","ESCUELA BASICA LA HUERTA","Coquimbo","RÍO HURTADO","Corp. Municipal"
"787","ESCUELA BASICA MORRILLOS","Coquimbo","RÍO HURTADO","Corp. Municipal"
"788","ESCUELA BASICA VADO DE MORRILLOS","Coquimbo","RÍO HURTADO","Corp. Municipal"
"789","ESCUELA EL ESPINAL DE RIO HURTADO","Coquimbo","RÍO HURTADO","Corp. Municipal"
"790","ESCUELA BASICA EL ROMERAL","Coquimbo","RÍO HURTADO","Corp. Municipal"
"792","ESCUELA BASICA ESTANCIA EL SAUCE","Coquimbo","RÍO HURTADO","Corp. Municipal"
"793","ESCUELA BASICA DE SERON","Coquimbo","RÍO HURTADO","Corp. Municipal"
"795","ESC.BASICA DOMINGO SANTA MARIA GONZALEZ","Coquimbo","ANDACOLLO","Servicio Local"
"797","ESCUELA LOS MAITENES DE SERON","Coquimbo","RÍO HURTADO","Corp. Municipal"
"798","ESCUELA EL PALQUI","Coquimbo","MONTE PATRIA","Corp. Municipal"
"799","COLEGIO REPUBLICA DE CHILE","Coquimbo","MONTE PATRIA","Corp. Municipal"
"800","ESCUELA HUATULAME","Coquimbo","MONTE PATRIA","Corp. Municipal"
"802","LICEO BICENTENARIO DE EXCELENCIA LICEO PRESIDENTE EDUARDO FREI MONTALVA","Coquimbo","MONTE PATRIA","Corp. Municipal"
"803","ESC.CONCENTRACION FRONTERIZA DE TULAHUEN","Coquimbo","MONTE PATRIA","Corp. Municipal"
"804","ESCUELA BASICA WENCESLAO VARGAS","Coquimbo","MONTE PATRIA","Corp. Municipal"
"805","ESCUELA EL MAQUI","Coquimbo","MONTE PATRIA","Corp. Municipal"
"806","ESCUELA FRONTERA LAS RAMADAS","Coquimbo","MONTE PATRIA","Corp. Municipal"
"807","ESCUELA EL MAITEN","Coquimbo","MONTE PATRIA","Corp. Municipal"
"809","ESCUELA DE HUANILLA","Coquimbo","MONTE PATRIA","Corp. Municipal"
"810","ESCUELA CENTRAL HIDROELECTRICA LOS MOLLE","Coquimbo","MONTE PATRIA","Corp. Municipal"
"812","ESCUELA SOL DE LAS PRADERAS","Coquimbo","MONTE PATRIA","Corp. Municipal"
"813","ESCUELA BASICA LA UNION","Coquimbo","MONTE PATRIA","Corp. Municipal"
"814","ESCUELA BASICA EL TAYAN","Coquimbo","MONTE PATRIA","Corp. Municipal"
"816","ESCUELA GUSTAVO CONTRERAS CASTRO","Coquimbo","MONTE PATRIA","Corp. Municipal"
"817","ESCUELA NUEVA ESPERANZA DE PEJERREYES","Coquimbo","MONTE PATRIA","Corp. Municipal"
